@relation 'train3-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E10.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.2-E8.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O4.0-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C82-Llast-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.Remove-R2-3,5-12,14-17,19,22-27,29,31-33,36-38,40,42-43,45-46,48-49,51-53,56,59-60,64-66,70-80-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R15-precision6'

@attribute LotFrontage numeric
@attribute Neighborhood {CollgCr,Veenker,Crawfor,NoRidge,Mitchel,Somerst,NWAmes,OldTown,BrkSide,Sawyer,NridgHt,NAmes,SawyerW,IDOTRR,MeadowV,Edwards,Timber,Gilbert,StoneBr,ClearCr,NPkVill,Blmngtn,BrDale,SWISU,Blueste}
@attribute OverallQual numeric
@attribute YearRemodAdd numeric
@attribute ExterQual {'\'(-inf-1.3]\'','\'(1.3-1.6]\'','\'(1.6-1.9]\'','\'(1.9-2.2]\'','\'(2.2-2.5]\'','\'(2.5-2.8]\'','\'(2.8-3.1]\'','\'(3.1-3.4]\'','\'(3.4-3.7]\'','\'(3.7-inf)\''}
@attribute BsmtFinSF1 numeric
@attribute TotalBsmtSF numeric
@attribute HeatingQC numeric
@attribute X1stFlrSF numeric
@attribute GrLivArea numeric
@attribute KitchenQual numeric
@attribute TotRmsAbvGrd numeric
@attribute Fireplaces numeric
@attribute GarageFinish {RFn,Unf,Fin,'No garage'}
@attribute GarageCars {'\'(-inf-0.4]\'','\'(0.4-0.8]\'','\'(0.8-1.2]\'','\'(1.2-1.6]\'','\'(1.6-2]\'','\'(2-2.4]\'','\'(2.4-2.8]\'','\'(2.8-3.2]\'','\'(3.2-3.6]\'','\'(3.6-inf)\''}
@attribute GarageArea numeric
@attribute OpenPorchSF numeric
@attribute SalePrice numeric

@data
60,OldTown,6,2003,'\'(3.7-inf)\'',0,624,3,720,720,4,5,0,Unf,'\'(1.6-2]\'',484,0,105900
60,SWISU,6,2000,'\'(3.7-inf)\'',388,940,1,1192,1595,4,6,2,Unf,'\'(0.8-1.2]\'',240,0,140000
105,CollgCr,6,1995,'\'(2.8-3.1]\'',334,1200,1,1200,1200,3,6,0,RFn,'\'(1.6-2]\'',521,26,177500
69,Gilbert,6,1992,'\'(3.7-inf)\'',560,1158,3,1167,1167,3,6,0,RFn,'\'(1.6-2]\'',400,26,173000
44,MeadowV,5,1976,'\'(3.7-inf)\'',874,1142,4,1142,1142,4,6,1,Fin,'\'(1.6-2]\'',528,90,134000
92,ClearCr,5,1958,'\'(3.7-inf)\'',300,1062,1,1352,1352,3,6,0,Unf,'\'(0.8-1.2]\'',288,0,130000
78,NoRidge,8,1998,'\'(2.8-3.1]\'',956,1086,1,1086,1924,3,7,1,RFn,'\'(1.6-2]\'',592,75,280000
69,Mitchel,6,1978,'\'(3.7-inf)\'',773,888,1,912,912,4,5,1,RFn,'\'(1.6-2]\'',470,0,156000
69,BrkSide,5,1982,'\'(3.7-inf)\'',399,883,3,988,1505,4,8,0,Unf,'\'(0.8-1.2]\'',240,0,145000
64,Edwards,7,2003,'\'(2.8-3.1]\'',0,0,1,495,1922,3,7,1,RFn,'\'(1.6-2]\'',672,0,198500
21,BrDale,6,2007,'\'(3.7-inf)\'',162,483,3,483,987,3,5,0,Unf,'\'(0.8-1.2]\'',264,0,118000
69,NWAmes,6,1976,'\'(3.7-inf)\'',712,796,4,790,1574,4,6,1,Fin,'\'(1.6-2]\'',566,111,190000
59,IDOTRR,5,1997,'\'(3.7-inf)\'',456,672,3,672,1344,4,6,0,Unf,'\'(0.8-1.2]\'',468,128,147000
69,NAmes,6,1963,'\'(3.7-inf)\'',609,1394,3,1394,1394,4,6,2,RFn,'\'(1.6-2]\'',514,76,159000
101,NAmes,6,1962,'\'(3.7-inf)\'',371,1099,3,1431,1431,4,6,1,RFn,'\'(0.8-1.2]\'',296,110,165000
78,NAmes,5,1954,'\'(3.7-inf)\'',540,1268,3,1268,1268,4,7,1,Fin,'\'(0.8-1.2]\'',244,98,132000
69,NAmes,5,2006,'\'(3.7-inf)\'',72,1063,1,1287,1287,3,7,1,Fin,'\'(1.6-2]\'',576,17,162000
69,Gilbert,6,2000,'\'(3.7-inf)\'',0,953,1,953,1664,4,7,1,RFn,'\'(1.6-2]\'',460,40,172400
80,ClearCr,4,1959,'\'(3.7-inf)\'',0,0,4,1120,1588,4,7,1,Fin,'\'(1.6-2]\'',680,59,134432
50,SawyerW,6,1984,'\'(3.7-inf)\'',623,744,4,752,752,4,4,0,Unf,'\'(0.8-1.2]\'',264,0,125000
79,NAmes,5,1953,'\'(3.7-inf)\'',428,608,4,1319,1319,4,5,0,Unf,'\'(0.8-1.2]\'',270,0,123000
65,CollgCr,7,2004,'\'(2.8-3.1]\'',0,847,1,847,1928,3,8,1,Fin,'\'(1.6-2]\'',434,48,219500
57,CollgCr,5,1996,'\'(2.8-3.1]\'',298,870,1,914,914,4,5,0,Unf,'\'(1.6-2]\'',576,0,148000
102,Somerst,8,2005,'\'(2.8-3.1]\'',0,1580,1,1580,2466,3,8,1,RFn,'\'(1.6-2]\'',610,214,340000
88,StoneBr,9,2010,'\'(2.8-3.1]\'',1445,1856,1,1856,1856,1,8,1,Fin,'\'(2.8-3.2]\'',834,0,394432
60,Gilbert,6,2000,'\'(3.7-inf)\'',0,982,1,1007,1800,4,7,1,Fin,'\'(1.6-2]\'',463,63,179000
50,SWISU,5,1950,'\'(3.7-inf)\'',218,1026,4,1026,1691,3,6,1,Unf,'\'(0.8-1.2]\'',308,0,127000
60,Somerst,7,2006,'\'(2.8-3.1]\'',0,1293,1,1301,1301,3,5,1,RFn,'\'(1.6-2]\'',572,121,187750
79,CollgCr,7,2006,'\'(2.8-3.1]\'',0,939,1,939,1797,3,8,0,RFn,'\'(1.6-2]\'',639,53,213500
60,SawyerW,6,1950,'\'(3.7-inf)\'',0,784,4,784,784,4,5,0,Unf,'\'(1.6-2]\'',360,0,76000
69,ClearCr,6,1992,'\'(2.8-3.1]\'',985,1580,1,1079,1953,3,9,2,Fin,'\'(1.6-2]\'',501,231,240000
43,Blmngtn,8,2005,'\'(2.8-3.1]\'',24,1256,1,1269,1269,3,6,1,Fin,'\'(1.6-2]\'',430,20,192000
58,Edwards,5,1996,'\'(3.7-inf)\'',0,658,4,658,1184,4,8,0,'No garage','\'(-inf-0.4]\'',0,151,81000
72,Edwards,6,1976,'\'(3.7-inf)\'',631,1041,1,1125,1125,4,6,1,Unf,'\'(0.8-1.2]\'',352,0,125000
93,CollgCr,7,2000,'\'(2.8-3.1]\'',0,1468,1,1479,1479,3,6,0,RFn,'\'(1.6-2]\'',577,25,191000
96,NridgHt,10,2008,'\'(-inf-1.3]\'',1280,1682,1,1742,2332,1,9,1,Fin,'\'(2.8-3.2]\'',846,134,426000
50,Edwards,5,1950,'\'(3.7-inf)\'',241,861,1,961,1367,4,7,0,Unf,'\'(0.8-1.2]\'',384,130,119000
71,Mitchel,6,2002,'\'(3.7-inf)\'',690,804,1,804,1961,3,7,1,Fin,'\'(1.6-2]\'',560,192,215000
69,NAmes,5,1959,'\'(3.7-inf)\'',0,0,4,882,882,4,5,0,RFn,'\'(0.8-1.2]\'',294,0,106500
69,BrkSide,4,1950,'\'(3.7-inf)\'',266,788,4,788,788,4,4,2,'No garage','\'(-inf-0.4]\'',0,0,100000
60,OldTown,5,1950,'\'(3.7-inf)\'',0,735,3,735,1034,4,5,0,Unf,'\'(0.8-1.2]\'',240,39,109000
68,Edwards,5,1956,'\'(3.7-inf)\'',739,1144,4,1144,1144,4,6,0,Unf,'\'(0.8-1.2]\'',596,0,129000
60,CollgCr,5,1972,'\'(3.7-inf)\'',777,894,4,894,894,4,6,0,RFn,'\'(1.6-2]\'',600,0,123000
69,NAmes,5,1962,'\'(3.7-inf)\'',540,864,4,876,1812,4,8,1,RFn,'\'(0.8-1.2]\'',264,168,169500
60,IDOTRR,5,1950,'\'(3.7-inf)\'',0,961,3,1077,1077,4,6,0,Unf,'\'(0.8-1.2]\'',338,0,67000
65,Somerst,7,2007,'\'(2.8-3.1]\'',812,1092,1,1112,1550,3,7,0,Fin,'\'(1.6-2]\'',438,168,241000
38,Veenker,8,1996,'\'(2.8-3.1]\'',786,1260,1,1288,1288,1,4,2,Fin,'\'(1.6-2]\'',500,30,245500
65,CollgCr,7,2005,'\'(2.8-3.1]\'',24,1310,1,1310,1310,3,6,1,Fin,'\'(1.6-2]\'',400,0,164990
60,Sawyer,5,1997,'\'(3.7-inf)\'',0,672,1,672,672,4,4,0,Unf,'\'(0.8-1.2]\'',240,0,108000
93,NoRidge,8,1998,'\'(2.8-3.1]\'',0,1141,3,1165,2263,3,10,1,Fin,'\'(1.6-2]\'',420,123,258000
69,Gilbert,6,1996,'\'(3.7-inf)\'',0,806,3,806,1572,4,7,1,Fin,'\'(1.6-2]\'',373,40,168000
69,Sawyer,4,1993,'\'(3.7-inf)\'',1116,1281,1,1620,1620,4,8,1,Unf,'\'(1.6-2]\'',490,78,150000
51,SWISU,6,1950,'\'(3.7-inf)\'',0,1064,1,1166,1639,4,6,0,Unf,'\'(0.8-1.2]\'',240,0,115000
63,Crawfor,6,1976,'\'(3.7-inf)\'',0,840,1,840,1680,4,8,0,Unf,'\'(0.8-1.2]\'',308,0,177000
109,NridgHt,7,2006,'\'(2.8-3.1]\'',0,1063,1,1071,2172,3,9,1,RFn,'\'(2.8-3.2]\'',947,62,280000
85,Somerst,8,2008,'\'(2.8-3.1]\'',789,1034,1,1050,2078,1,8,1,Fin,'\'(2.8-3.2]\'',836,102,339750
68,Edwards,5,1958,'\'(3.7-inf)\'',0,1276,4,1276,1276,4,5,0,Unf,'\'(0.8-1.2]\'',350,0,60000
69,Somerst,7,2009,'\'(-inf-1.3]\'',578,1470,1,1478,1478,3,7,1,Fin,'\'(1.6-2]\'',484,144,222000
56,OldTown,5,1950,'\'(3.7-inf)\'',0,1008,3,1028,1028,4,5,1,Unf,'\'(1.6-2]\'',360,0,115000
59,SawyerW,7,1993,'\'(2.8-3.1]\'',50,1080,1,1080,2097,3,9,1,Unf,'\'(2.8-3.2]\'',678,187,228000
73,Gilbert,7,2007,'\'(2.8-3.1]\'',24,1340,1,1340,1340,3,6,0,Fin,'\'(1.6-2]\'',396,30,181134
74,Sawyer,6,1978,'\'(3.7-inf)\'',209,672,4,672,1400,4,6,1,Fin,'\'(1.6-2]\'',440,0,149500
86,Crawfor,6,1950,'\'(3.7-inf)\'',1128,1370,4,1370,2624,4,10,1,Unf,'\'(2.8-3.2]\'',864,0,239000
60,Edwards,5,1950,'\'(3.7-inf)\'',312,756,2,756,1134,4,7,0,Unf,'\'(0.8-1.2]\'',240,0,126000
65,NAmes,5,1968,'\'(3.7-inf)\'',775,1056,1,1056,1056,4,6,1,Unf,'\'(0.8-1.2]\'',304,85,142000
78,Mitchel,7,1998,'\'(3.7-inf)\'',1309,1344,1,1344,1344,4,8,0,Fin,'\'(3.6-inf)\'',784,0,206300
69,NWAmes,6,2000,'\'(2.8-3.1]\'',1246,1602,3,1602,1602,3,8,1,Fin,'\'(1.6-2]\'',529,0,215000
100,Mitchel,5,1954,'\'(3.7-inf)\'',0,988,1,988,988,4,4,0,RFn,'\'(1.6-2]\'',520,0,113000
80,NoRidge,8,1998,'\'(2.8-3.1]\'',986,1470,3,1470,2630,3,8,1,Fin,'\'(2.8-3.2]\'',696,66,315000
72,NAmes,6,1956,'\'(3.7-inf)\'',616,1196,3,1196,1196,4,6,1,RFn,'\'(0.8-1.2]\'',297,44,139000
60,OldTown,7,1992,'\'(3.7-inf)\'',0,651,3,707,1389,4,6,2,Unf,'\'(0.8-1.2]\'',240,0,135000
69,SawyerW,7,1989,'\'(2.8-3.1]\'',1518,1518,3,1644,1644,3,5,1,Fin,'\'(1.6-2]\'',569,0,275000
77,NAmes,4,1957,'\'(3.7-inf)\'',288,907,1,907,907,4,5,0,Unf,'\'(0.8-1.2]\'',352,0,109008
64,CollgCr,7,2007,'\'(2.8-3.1]\'',664,1208,1,1208,1208,3,6,0,RFn,'\'(1.6-2]\'',628,54,195400
130,Timber,6,1988,'\'(3.7-inf)\'',1005,1392,4,1412,1412,3,6,1,Unf,'\'(1.6-2]\'',576,0,175000
21,BrDale,6,1971,'\'(3.7-inf)\'',387,483,4,483,987,4,4,0,Unf,'\'(0.8-1.2]\'',264,0,85400
60,OldTown,6,1998,'\'(3.7-inf)\'',0,901,3,1088,1198,4,7,0,'No garage','\'(-inf-0.4]\'',0,98,79900
24,BrDale,5,1971,'\'(3.7-inf)\'',471,765,1,765,1365,4,6,0,Unf,'\'(1.6-2]\'',440,36,122500
100,Gilbert,6,1998,'\'(3.7-inf)\'',0,926,1,926,1604,4,7,1,Fin,'\'(1.6-2]\'',470,36,181000
21,MeadowV,4,1972,'\'(3.7-inf)\'',495,630,3,630,630,4,3,0,'No garage','\'(-inf-0.4]\'',0,0,81000
43,CollgCr,7,1996,'\'(2.8-3.1]\'',385,799,1,827,1661,3,6,1,RFn,'\'(1.6-2]\'',550,61,212000
40,OldTown,6,1950,'\'(3.7-inf)\'',0,648,4,734,1118,4,6,0,Unf,'\'(1.6-2]\'',440,0,116000
50,BrkSide,6,2004,'\'(2.8-3.1]\'',0,884,3,904,904,4,4,0,Unf,'\'(0.8-1.2]\'',180,0,119000
40,Crawfor,5,2002,'\'(3.7-inf)\'',365,440,4,694,694,3,4,1,Unf,'\'(0.8-1.2]\'',352,0,90350
67,Edwards,6,2000,'\'(3.7-inf)\'',0,684,3,684,1196,3,7,0,Unf,'\'(1.6-2]\'',528,46,110000
92,Edwards,4,1955,'\'(3.7-inf)\'',133,1440,4,1440,1440,2,8,0,'No garage','\'(-inf-0.4]\'',0,0,118000
52,BrkSide,5,1992,'\'(3.7-inf)\'',0,1078,4,1128,1573,4,8,1,Unf,'\'(1.6-2]\'',360,0,162900
53,Blmngtn,7,2007,'\'(2.8-3.1]\'',0,1258,1,1258,1258,3,6,1,Fin,'\'(2.8-3.2]\'',648,16,172500
70,CollgCr,7,1995,'\'(2.8-3.1]\'',642,915,1,933,1908,3,8,1,Unf,'\'(1.6-2]\'',493,133,210000
73,Edwards,6,1956,'\'(3.7-inf)\'',0,1436,2,1689,1689,4,7,1,Unf,'\'(1.6-2]\'',480,0,127500
69,Gilbert,7,1999,'\'(2.8-3.1]\'',0,930,3,956,1886,3,10,1,Fin,'\'(1.6-2]\'',431,0,199900
50,IDOTRR,6,1950,'\'(3.7-inf)\'',0,780,4,780,1376,4,7,1,Unf,'\'(0.8-1.2]\'',198,0,119500
50,OldTown,3,2002,'\'(3.7-inf)\'',331,649,1,679,1183,4,6,0,Unf,'\'(0.8-1.2]\'',308,176,120000
70,OldTown,6,2005,'\'(3.7-inf)\'',0,813,1,813,813,3,5,0,Unf,'\'(0.8-1.2]\'',270,113,110000
62,ClearCr,7,1975,'\'(3.7-inf)\'',655,1533,4,1533,1533,3,5,2,Unf,'\'(1.6-2]\'',576,54,280000
69,Timber,6,1997,'\'(2.8-3.1]\'',742,872,1,888,1756,4,7,0,Fin,'\'(1.6-2]\'',422,122,204000
75,Somerst,8,2008,'\'(2.8-3.1]\'',0,768,1,786,1590,3,6,0,RFn,'\'(1.6-2]\'',676,30,210000
63,Mitchel,5,1976,'\'(3.7-inf)\'',1606,1728,4,1728,1728,4,8,0,Unf,'\'(1.6-2]\'',560,0,188000
80,NWAmes,7,1973,'\'(3.7-inf)\'',916,1242,2,1242,1242,4,6,1,Unf,'\'(1.6-2]\'',528,0,175500
34,OldTown,5,1950,'\'(3.7-inf)\'',0,624,2,624,1344,4,7,0,Unf,'\'(2.8-3.2]\'',513,0,98000
69,ClearCr,4,1994,'\'(3.7-inf)\'',1116,1364,1,1663,1663,3,6,2,Fin,'\'(1.6-2]\'',529,137,256000
69,OldTown,8,1996,'\'(3.7-inf)\'',0,588,2,833,1666,3,7,1,Unf,'\'(0.8-1.2]\'',228,63,161000
69,BrkSide,5,1950,'\'(3.7-inf)\'',185,709,4,979,1203,3,5,1,Unf,'\'(0.8-1.2]\'',352,0,110000
75,Somerst,8,2009,'\'(2.8-3.1]\'',544,832,1,832,1935,4,8,0,Fin,'\'(1.6-2]\'',552,150,263435
60,SWISU,7,2007,'\'(2.8-3.1]\'',350,560,1,575,1135,3,6,0,RFn,'\'(1.6-2]\'',576,0,155000
60,Sawyer,5,1965,'\'(3.7-inf)\'',553,864,3,864,864,4,5,1,Unf,'\'(0.8-1.2]\'',360,0,62383
74,Crawfor,6,1995,'\'(3.7-inf)\'',326,715,2,849,1660,4,6,1,Unf,'\'(0.8-1.2]\'',240,0,188700
60,CollgCr,5,1978,'\'(3.7-inf)\'',616,1040,4,1040,1040,4,5,0,'No garage','\'(-inf-0.4]\'',0,0,124000
69,Blmngtn,7,2004,'\'(2.8-3.1]\'',0,1375,1,1414,1414,3,6,1,Fin,'\'(1.6-2]\'',398,20,178740
85,NAmes,7,1970,'\'(3.7-inf)\'',778,1277,4,1277,1277,4,5,1,Unf,'\'(1.6-2]\'',526,0,167000
79,NAmes,5,1995,'\'(3.7-inf)\'',386,728,1,888,1644,3,7,2,Unf,'\'(0.8-1.2]\'',312,0,146500
98,NridgHt,8,2006,'\'(2.8-3.1]\'',0,1626,1,1634,1634,3,7,1,RFn,'\'(2.8-3.2]\'',866,44,250000
76,SawyerW,6,1993,'\'(2.8-3.1]\'',426,832,1,832,1710,3,7,0,RFn,'\'(1.6-2]\'',506,70,187000
69,StoneBr,8,1985,'\'(2.8-3.1]\'',368,1488,4,1502,1502,3,4,0,RFn,'\'(1.6-2]\'',528,54,212000
92,NWAmes,7,1977,'\'(3.7-inf)\'',0,808,4,1161,1969,4,8,1,RFn,'\'(1.6-2]\'',534,0,190000
35,Edwards,6,2005,'\'(3.7-inf)\'',459,547,1,1072,1072,4,5,0,RFn,'\'(1.6-2]\'',525,28,148000
110,NridgHt,8,2007,'\'(2.8-3.1]\'',1350,1976,1,1976,1976,3,7,1,RFn,'\'(2.8-3.2]\'',908,63,440000
41,StoneBr,8,2000,'\'(2.8-3.1]\'',1196,1494,1,1652,1652,1,6,0,RFn,'\'(1.6-2]\'',499,48,251000
80,Sawyer,5,1963,'\'(3.7-inf)\'',630,970,4,970,970,4,5,0,Unf,'\'(1.6-2]\'',624,24,132500
75,CollgCr,6,1998,'\'(3.7-inf)\'',994,1478,1,1493,1493,3,7,1,Fin,'\'(1.6-2]\'',508,39,208900
79,CollgCr,8,2008,'\'(2.8-3.1]\'',1288,1705,1,1718,1718,3,7,1,RFn,'\'(2.8-3.2]\'',826,44,297000
50,OldTown,4,2000,'\'(3.7-inf)\'',168,907,4,1131,1131,4,7,0,Unf,'\'(1.6-2]\'',672,72,89471
98,NridgHt,9,2005,'\'(2.8-3.1]\'',1261,1833,1,1850,1850,3,8,1,Fin,'\'(2.8-3.2]\'',772,112,326000
72,NridgHt,9,2004,'\'(2.8-3.1]\'',1567,1792,1,1792,1792,1,6,1,Fin,'\'(2.8-3.2]\'',874,49,374000
50,OldTown,7,2005,'\'(2.8-3.1]\'',299,910,1,916,1826,1,7,1,Unf,'\'(0.8-1.2]\'',164,0,155000
32,Mitchel,6,1998,'\'(3.7-inf)\'',897,1216,1,1216,1216,4,5,0,Unf,'\'(1.6-2]\'',402,125,164000
69,Sawyer,5,2001,'\'(3.7-inf)\'',588,999,3,999,999,3,6,0,Unf,'\'(0.8-1.2]\'',264,132,132500
80,NAmes,5,2007,'\'(2.8-3.1]\'',607,1113,3,1113,1113,3,5,1,Unf,'\'(0.8-1.2]\'',264,80,147000
79,NAmes,5,1965,'\'(3.7-inf)\'',836,1073,4,1073,1073,4,6,0,RFn,'\'(1.6-2]\'',515,0,156000
70,NWAmes,5,1971,'\'(3.7-inf)\'',998,1484,3,1484,1484,4,7,1,Unf,'\'(1.6-2]\'',487,0,175000
60,OldTown,5,1970,'\'(3.7-inf)\'',664,954,4,1766,2414,4,10,1,Unf,'\'(1.6-2]\'',520,0,160000
21,MeadowV,4,2002,'\'(3.7-inf)\'',515,630,4,630,630,3,3,0,Unf,'\'(0.8-1.2]\'',286,0,86000
69,MeadowV,5,1976,'\'(3.7-inf)\'',0,264,4,616,1304,4,4,1,Fin,'\'(0.8-1.2]\'',336,24,115000
79,NAmes,6,1950,'\'(3.7-inf)\'',403,806,4,958,1578,2,5,2,Unf,'\'(0.8-1.2]\'',240,0,133000
105,Gilbert,6,2006,'\'(2.8-3.1]\'',0,728,3,728,1456,4,8,0,RFn,'\'(1.6-2]\'',429,0,172785
70,NAmes,5,1960,'\'(3.7-inf)\'',374,1269,4,1269,1269,4,6,1,Unf,'\'(0.8-1.2]\'',308,0,155000
50,OldTown,5,1996,'\'(3.7-inf)\'',0,190,3,886,886,4,4,0,Unf,'\'(0.8-1.2]\'',273,20,91300
60,IDOTRR,4,1950,'\'(3.7-inf)\'',495,720,4,720,720,4,4,0,'No garage','\'(-inf-0.4]\'',0,523,34900
60,BrkSide,7,1950,'\'(3.7-inf)\'',329,1026,1,1133,1820,4,8,0,Unf,'\'(0.8-1.2]\'',240,100,184000
65,Sawyer,5,2004,'\'(3.7-inf)\'',450,864,1,899,899,3,5,0,Fin,'\'(0.8-1.2]\'',288,0,130000
21,BrDale,6,1973,'\'(3.7-inf)\'',356,672,4,672,1218,4,7,0,Unf,'\'(0.8-1.2]\'',264,28,113000
75,Somerst,7,2005,'\'(2.8-3.1]\'',400,866,3,866,1768,3,7,0,RFn,'\'(1.6-2]\'',603,108,226700
70,Edwards,5,1965,'\'(3.7-inf)\'',698,1214,1,1214,1214,4,6,0,Unf,'\'(1.6-2]\'',461,0,140000
100,Crawfor,7,1997,'\'(3.7-inf)\'',1247,1501,4,1801,1801,4,6,2,Fin,'\'(1.6-2]\'',484,54,289000
24,NPkVill,6,1974,'\'(3.7-inf)\'',257,855,4,855,1322,4,6,1,Unf,'\'(1.6-2]\'',440,0,147000
60,OldTown,5,1952,'\'(3.7-inf)\'',0,960,3,960,1960,4,10,0,Unf,'\'(1.6-2]\'',400,0,124500
80,SawyerW,8,1994,'\'(2.8-3.1]\'',380,777,1,1065,1911,3,8,1,RFn,'\'(1.6-2]\'',471,81,215000
75,Somerst,6,2009,'\'(2.8-3.1]\'',27,1218,1,1218,1218,3,4,0,Fin,'\'(1.6-2]\'',676,102,208300
60,OldTown,7,2005,'\'(3.7-inf)\'',141,689,1,689,1378,3,7,1,Unf,'\'(1.6-2]\'',360,0,161000
80,NAmes,5,1959,'\'(3.7-inf)\'',991,1041,1,1041,1041,4,6,0,RFn,'\'(0.8-1.2]\'',270,88,124500
75,NAmes,5,2000,'\'(2.8-3.1]\'',650,1008,1,1363,1363,4,6,2,Unf,'\'(0.8-1.2]\'',288,42,164900
40,NridgHt,7,2006,'\'(2.8-3.1]\'',0,1368,1,1368,1368,3,6,1,RFn,'\'(1.6-2]\'',474,35,202665
70,NAmes,5,1958,'\'(3.7-inf)\'',521,864,4,864,864,4,5,0,Unf,'\'(1.6-2]\'',624,0,129900
71,Mitchel,6,1983,'\'(3.7-inf)\'',336,1084,4,1080,1080,4,5,0,Unf,'\'(1.6-2]\'',484,0,134000
55,Crawfor,5,1950,'\'(3.7-inf)\'',0,768,2,789,789,4,5,0,Unf,'\'(0.8-1.2]\'',200,0,96500
94,NridgHt,10,2009,'\'(-inf-1.3]\'',1436,2006,1,2020,2020,1,9,1,Fin,'\'(2.8-3.2]\'',900,54,402861
69,NWAmes,6,1972,'\'(3.7-inf)\'',0,689,4,1378,2119,4,7,1,RFn,'\'(1.6-2]\'',583,104,158000
69,CollgCr,6,1998,'\'(3.7-inf)\'',706,794,1,882,1796,4,7,0,RFn,'\'(1.6-2]\'',546,36,211000
53,Crawfor,7,2004,'\'(2.8-3.1]\'',0,1276,1,1276,2080,3,9,2,Unf,'\'(0.8-1.2]\'',282,0,234000
60,OldTown,4,2000,'\'(3.7-inf)\'',0,0,4,694,1294,4,7,0,'No garage','\'(-inf-0.4]\'',0,114,106250
90,NAmes,6,1957,'\'(3.7-inf)\'',777,1244,1,1244,1244,4,6,2,Unf,'\'(0.8-1.2]\'',336,40,150000
50,BrkSide,6,1950,'\'(3.7-inf)\'',399,1004,1,1004,1664,4,7,2,Unf,'\'(1.6-2]\'',420,24,159000
95,NoRidge,7,1997,'\'(2.8-3.1]\'',719,1379,1,1383,2398,3,8,1,Fin,'\'(2.8-3.2]\'',834,60,315750
62,Somerst,7,2005,'\'(2.8-3.1]\'',0,1257,1,1266,1266,3,6,1,Unf,'\'(1.6-2]\'',453,144,176000
70,NAmes,5,2000,'\'(3.7-inf)\'',377,928,4,928,928,4,4,0,Unf,'\'(0.8-1.2]\'',252,0,132000
67,NridgHt,9,2008,'\'(-inf-1.3]\'',1330,1452,1,1476,2713,1,11,1,Fin,'\'(2.8-3.2]\'',858,66,446261
58,Edwards,4,2002,'\'(3.7-inf)\'',348,528,1,605,605,4,5,0,'No garage','\'(-inf-0.4]\'',0,0,86000
85,Timber,6,1989,'\'(2.8-3.1]\'',783,1461,1,1509,1509,3,5,1,RFn,'\'(1.6-2]\'',600,0,175000
60,BrkSide,6,1999,'\'(3.7-inf)\'',0,611,1,751,1362,4,6,0,Fin,'\'(1.6-2]\'',502,0,128000
60,NAmes,5,2007,'\'(3.7-inf)\'',0,0,1,827,827,4,5,1,Unf,'\'(0.8-1.2]\'',392,0,107500
50,BrkSide,1,1950,'\'(1.9-2.2]\'',0,0,2,334,334,2,2,0,'No garage','\'(-inf-0.4]\'',0,0,39300
74,Gilbert,8,2004,'\'(2.8-3.1]\'',0,707,1,707,1414,3,6,1,Fin,'\'(1.6-2]\'',403,35,178000
70,Edwards,5,1991,'\'(3.7-inf)\'',969,1117,4,820,1347,4,5,0,'No garage','\'(-inf-0.4]\'',0,0,107500
57,CollgCr,7,1999,'\'(3.7-inf)\'',0,880,1,880,1724,3,8,0,Fin,'\'(1.6-2]\'',527,155,188000
69,NAmes,4,1972,'\'(3.7-inf)\'',600,864,4,864,864,4,5,0,Unf,'\'(1.6-2]\'',576,0,111250
69,Sawyer,5,1968,'\'(3.7-inf)\'',673,1051,4,1159,1159,4,7,1,Unf,'\'(0.8-1.2]\'',336,0,158000
69,CollgCr,8,2002,'\'(2.8-3.1]\'',1358,1581,1,1601,1601,3,6,1,RFn,'\'(1.6-2]\'',670,0,272000
85,Timber,9,2006,'\'(-inf-1.3]\'',1260,1838,1,1838,1838,1,8,1,Fin,'\'(2.8-3.2]\'',765,68,315000
69,NoRidge,8,2000,'\'(2.8-3.1]\'',0,969,1,997,2285,3,8,1,Fin,'\'(2.8-3.2]\'',648,56,248000
